[2026-04-22 20:14:19] 📅 2026/04/22 (三) 開始抓取新聞...

[2026-04-22 20:14:19] 📋 歷史紀錄：357 則已排除

[2026-04-22 20:14:19] 【來源一：Google News 關鍵字搜尋】
[2026-04-22 20:14:19]   [房市行情]
[2026-04-22 20:15:13]       ✗ 字元重疊 100%：影后桂綸鎂當鄰居！他晚11年入手 每坪省下28萬
[2026-04-22 20:15:13]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：豪宅交易減 3建商逆勢突圍
[2026-04-22 20:15:13]       ✗ 非白名單來源(鏡週刊Mirror Media https://www.mirrormedia.mg)：「最強小三」富養愛犬　住上億豪宅餵食花膠
[2026-04-22 20:15:13]       ✗ 非白名單來源(MSN https://www.msn.com)：杭州億元豪宅驚變豆腐渣? 屋主崩潰：「半年下沉22公分」 投
[2026-04-22 20:15:13]       ✗ 非白名單來源(商周財富網 https://wealth.businessweekly.com.tw)：竹北百萬單價前哨戰昌益對決北市豪宅建商選地哲學-房地產
[2026-04-22 20:15:13]       ✗ 非白名單來源(facebook.com https://www.facebook.com)：直擊王子交保獲釋「深夜直奔昆凌豪宅」！粿粿開車狂繞⋯行蹤全露
[2026-04-22 20:15:13]       ✗ URL重複：北中南「豪宅成交王者」出爐　吸客絕招曝光！
[2026-04-22 20:15:13]       ✗ 非白名單來源(緯來新聞網 https://news.videoland.com.tw)：王子交保後「直奔昆凌豪宅」 粿粿開車狂繞…最新動向曝
[2026-04-22 20:15:13]       ✗ 非白名單來源(商傳媒 https://sunmedia.tw)：紐約擬課豪華第二屋稅 鎖定非居民豪宅年收 5 億美元
[2026-04-22 20:15:13]       ✗ 字元重疊 100%：「冠德羅斯福」億元豪宅3搶1 溢價率1.3％標脫
[2026-04-22 20:15:13]       ✗ 非白名單來源(中天新聞網 https://ctinews.com)：王子閃兵交保後「奔回昆凌豪宅」 粿粿行蹤低調近況曝光
[2026-04-22 20:15:13]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：羅志祥寵粉舉動曝光獲網民大讚 台北豪宅設高爾夫球練習場
[2026-04-22 20:15:13]       ✗ 非白名單來源(引新聞 https://innews.com.tw)：王子交保直奔昆凌億萬豪宅！粿粿深夜開車掩護接應 脫困後行蹤現
[2026-04-22 20:15:13]       ✗ 字元重疊 86%：王子躲昆凌5千萬豪宅避風頭！粿粿開車狂繞防偷拍
[2026-04-22 20:15:13]       ✗ 字元重疊 52%：王子交保獲釋直奔昆凌5000萬豪宅！粿粿開車內湖社區狂繞 行
[2026-04-22 20:15:13]       ✗ 字元重疊 54%：才手誤喊「我是Gay」！曹格離婚4年爆新戀情 同回豪宅全被拍
[2026-04-22 20:15:13]       ✗ 字元重疊 52%：停錯停車格18天被罰27.5萬元！台中豪宅社區「天價罰單」挨
[2026-04-22 20:15:13]       ✗ 字元重疊 50%：王子閃兵交保「躲回昆凌豪宅」 粿粿開車狂繞行蹤神秘- 娛樂
[2026-04-22 20:15:13]       ✗ URL重複：2025豪宅榜單揭曉 雙橡園奪全台成交王
[2026-04-22 20:15:13]       ✗ 非白名單來源(CTWANT https://www.ctwant.com)：王子殿下1／直擊！粿粿低調駕車繞行社區「警戒防拍」　王子又躲
[2026-04-22 20:15:13]       ✗ 字元重疊 95%：粿粿低調駕車警戒防偷拍 王子又躲昆凌豪宅
[2026-04-22 20:15:13]       ✗ 非白名單來源(LINE TODAY https://today.line.me)：當桂綸鎂鄰居門檻降低! 晚11年入手 每坪便宜28萬
[2026-04-22 20:15:13]       ✗ 字元重疊 63%：砸4.6億買3豪宅！半年「下沉22公分」變形不能住人 女崩潰
[2026-04-22 20:15:13]       ✗ 字元重疊 67%：王子閃兵50萬交保後「奔回昆凌豪宅」 粿粿現蹤內湖神祕行程曝
[2026-04-22 20:15:13]       ✗ 非白名單來源(臺灣導報 https://taiwanreports.com)：「港都明珠」 基隆港灣豪宅新地標
[2026-04-22 20:15:13]       ✗ 字元重疊 55%：當桂綸鎂鄰居門檻降低！1坪便宜28萬　莊思敏：跟3C一樣晚買
[2026-04-22 20:15:13]       ✗ 非白名單來源(MSN https://www.msn.com)：曼達尼對富人第二戶豪宅加稅! 川批「摧毀」紐約
[2026-04-22 20:15:13]       ✗ 字元重疊 100%：台泰警破182億洗錢案 首腦7000萬豪宅遭扣
[2026-04-22 20:15:13]       ✗ 字元重疊 62%：曹格離婚4年身邊出現新歡！年輕正妹小腹微凸　同返內湖豪宅過夜
[2026-04-22 20:15:13]       ✗ 非白名單來源(房地王 https://home.housetube.tw)：【TV】工藝與美學的淬鍊 鑄就當代豪宅的頂級設計
[2026-04-22 20:15:13]       ✗ URL重複：大樓管理費漲不停！北市豪宅每坪破300元 居住成本持續走高
[2026-04-22 20:15:13]       ✗ 字元重疊 52%：Nana豪宅遭闖入搶劫 護母竟被反控殺人！她開庭怒吼：好玩嗎
[2026-04-22 20:15:13]       ✗ 非白名單來源(香港01 https://www.hk01.com)：37歲陳靜粉紅Bra Top健身大曬S曲線與蜜桃臀 住千萬豪
[2026-04-22 20:15:13]       ✗ URL重複：台泰警破182億洗錢案 首腦7000萬豪宅遭扣
[2026-04-22 20:15:13]       ✗ 非白名單來源(on.cc東網 https://hk.on.cc)：王子閃兵交保即返「昆凌豪宅」 粿粿開車狂兜行蹤神秘
[2026-04-22 20:15:13]       ✗ 字元重疊 50%：王子偷吃粿粿還捲閃兵案！照樣住在昆凌內湖豪宅　交保後秒躲回去
[2026-04-22 20:15:13]       ✗ 非白名單來源(bastillepost.com https://www.bastillepost.com)：私人升降機+千呎客廳！ 陳美齡東京豪宅奢華到似皇宮
[2026-04-22 20:15:13]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：王大陸逃兵役判刑6個月 曾住逾3千萬「樓中樓」豪宅遭質疑違建
[2026-04-22 20:15:13]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：陳凱琳自爆願生第4胎 一家五口現居郊區複式花園豪宅
[2026-04-22 20:15:13]       ✗ URL重複：新／台泰聯手破內湖182億水房！主嫌爽買明水路豪宅當明星鄰居
[2026-04-22 20:15:13]       ✗ URL重複：影后桂綸鎂當鄰居！他晚11年入手 每坪省下28萬
[2026-04-22 20:15:13]       ✗ 非白名單來源(星島頭條 https://www.stheadline.com)：林嘉華37歲老闆兒子罕露面 臉上兩特徵似足老竇如餅印 加拿大
[2026-04-22 20:15:13]       ✗ 非白名單來源(LINE TODAY https://today.line.me)：討論牆 | 砸4.6億買3豪宅！半年「下沉22公分」變形不能
[2026-04-22 20:15:13]       ✗ 字元重疊 59%：內湖科技園區洗錢集團狂洗182億 警扣5千萬台積電股票、7千
[2026-04-22 20:15:13]       ✗ 字元重疊 59%：台泰聯手破182億水房！ 主嫌月入百萬砸7400萬買大直豪宅
[2026-04-22 20:15:13]       ✗ 非白名單來源(東森新聞 https://news.ebc.net.tw)：新／台泰聯手破內湖182億水房！主嫌爽買明水路豪宅當明星鄰居
[2026-04-22 20:15:13]       ✗ URL重複：娛樂搶先看／王子偷吃粿粿照住昆凌豪宅、樂天女孩笑笑熱戀林信寬
[2026-04-22 20:15:13]       ✗ URL重複：NANA豪宅遭持刀搶劫！出庭怒嗆歹徒：好玩嗎？　法官嚇到急勸
[2026-04-22 20:15:13]       ✗ 字元重疊 77%：台泰聯手破182億洗錢集團 主謀內湖7000萬豪宅、5500
[2026-04-22 20:15:13]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：「第一代玉女歌手」陳美齡宮殿式豪宅曝光 為兒子升學豪擲400
[2026-04-22 20:15:13]       ✗ URL重複：獨家／三峽也有陶朱隱園？神秘建案開價9字頭　專家揭：建商很有
[2026-04-22 20:15:13]       ✗ 非白名單來源(香港經濟日報HKET https://ps.hket.com)：專家站｜新盤首季吸金逾700億 超級豪宅勢頭勁
[2026-04-22 20:15:13]     豪宅: 抓到 64 則，新增 10 則
[2026-04-22 20:15:14]     法拍屋: 抓到 0 則，新增 0 則
[2026-04-22 20:15:15]     銀拍屋: 抓到 0 則，新增 0 則
[2026-04-22 20:15:16]       ✗ URL重複：人物》打不過就加入？中工、寶佳戲劇性大和解 九命怪貓沈慶京的
[2026-04-22 20:15:16]       ✗ 字元重疊 53%：中工、寶佳世紀大和解 牽動威京集團接班布局
[2026-04-22 20:15:16]       ✗ 非白名單來源(今周刊 https://www.businesstoday.com.tw)：中工經營權之爭 金融大老劉燈城扮和事佬 小沈停損 揭寶佳、威
[2026-04-22 20:15:16]       ✗ URL重複：寶佳吃中工》中工經營權大勢底定 寶佳將奪四席董事與董總大位
[2026-04-22 20:15:16]       ✗ 非白名單來源(Yahoo股市 https://tw.stock.yahoo.com)：寶佳、威京一笑泯千仇 共治中工
[2026-04-22 20:15:16]       ✗ URL重複：中工、寶佳大和解？ 市場人士研判「未必休兵」
[2026-04-22 20:15:16]       ✗ 字元重疊 60%：中工經營權之戰 兩派唱和 寶佳鄭斯聰：未來將交由專業經理人管
[2026-04-22 20:15:16]       ✗ 字元重疊 73%：中工經營權之爭大和解！中華工程確定易主，寶佳集團4席取得經營
[2026-04-22 20:15:16]     寶佳: 抓到 8 則，新增 0 則
[2026-04-22 20:15:17]       ✗ 非白名單來源(news.cnyes.com https://news.cnyes.com)：建商潤隆及興富發都將超額配發股息 潤隆還要現金減資20%
[2026-04-22 20:15:17]       ✗ 字元重疊 75%：快訊／興富發子公司瘦身！潤隆「因1事」召開重訊記者會：提升股
[2026-04-22 20:15:17]       ✗ 標題完全相同：快訊／興富發子公司發布重訊！這時間召開記者會
[2026-04-22 20:15:17]       ✗ 標題完全相同：建商發錢了！興富發董事會決議配息　每股發放金額「讓存股族驚呆
[2026-04-22 20:15:17]       ✗ 非白名單來源(富聯網 https://ww2.money-link.com.tw)：《營建股》興富發114年擬配息4元
[2026-04-22 20:15:17]       ✗ 字元重疊 53%：興富發擬配息4元 現金殖利率約11.7%創近四年新高
[2026-04-22 20:15:17]       ✗ 標題完全相同：快訊／興富發子公司發布重訊! 這時間召開記者會
[2026-04-22 20:15:17]       ✗ 標題完全相同：快訊／興富發子公司發布重訊！這時間召開記者會
[2026-04-22 20:15:17]       ✗ 字元重疊 58%：「營建發哥」興富發配息4元創近4年新高！殖利率衝逾11%
[2026-04-22 20:15:17]       ✗ 字元重疊 75%：快訊／興富發子公司瘦身！潤隆「因1事」召開重訊記者會：提升股
[2026-04-22 20:15:17]     興富發: 抓到 13 則，新增 3 則
[2026-04-22 20:15:18]       ✗ 非白名單來源(中華新聞雲／中華日報 https://www.cdns.com.tw)：世界地球日獲頒感謝狀 遠雄集團落實永續教育轉型
[2026-04-22 20:15:18]       ✗ 非白名單來源(緯來新聞網 https://news.videoland.com.tw)：遠雄集團推動「永續教科書」 執行長楊舜欽揭循環建築挑戰：不拆
[2026-04-22 20:15:18]       ✗ 非白名單來源(東森新聞 https://news.ebc.net.tw)：世界地球日大禮！ 遠雄「永續教科書」教案免費下載
[2026-04-22 20:15:18]       ✗ 非白名單來源(CMoney投資網誌 https://cmnews.com.tw)：【25Q4財報公告】遠雄(5522) Q4 營收215.00
[2026-04-22 20:15:18]       ✗ URL重複：遠雄悅來「春遊趣」登場山海療癒旅程一次到位- 商情
[2026-04-22 20:15:18]       ✗ 非白名單來源(住展雜誌 https://www.myhousing.com.tw)：遠雄丰尚搶攻「漢神洲際-太子置地-台中巨蛋」十四期新百貨聚落
[2026-04-22 20:15:18]     遠雄: 抓到 9 則，新增 3 則
[2026-04-22 20:15:18] 
【來源二：直接 RSS feeds】
[2026-04-22 20:15:18]   [Google房市]
[2026-04-22 20:15:19]       ✗ 字元重疊 100%：建商不撐了！全台新案房價「跌回兩年前」、高雄降最大| 房產新
[2026-04-22 20:15:19]     共 13 則，關鍵字符合 1 則，新增 0 則
[2026-04-22 20:15:19]   [Google財經]
[2026-04-22 20:15:20]       ✗ URL重複：寶佳吃中工》從兵敗台新金到豪吞中工 揭開寶佳獵股進化史
[2026-04-22 20:15:20]     共 68 則，關鍵字符合 1 則，新增 0 則
[2026-04-22 20:15:20] 
共 120 則，開始縮網址...
[2026-04-22 20:16:49] 
開始組裝並發送訊息...
[2026-04-22 20:16:49] 將分為 3 則訊息發送。
[2026-04-22 20:16:49] 
發送第 1/3 則...
[2026-04-22 20:16:49] ❌ TG_TOKEN 或 TG_CHAT_ID 未設定，僅列印訊息。
[2026-04-22 20:16:52] 
發送第 2/3 則...
[2026-04-22 20:16:52] ❌ TG_TOKEN 或 TG_CHAT_ID 未設定，僅列印訊息。
[2026-04-22 20:16:55] 
發送第 3/3 則...
[2026-04-22 20:16:55] ❌ TG_TOKEN 或 TG_CHAT_ID 未設定，僅列印訊息。
[2026-04-22 20:16:55] 
💾 已更新 sent_news.json（共 477 則）
